;date;item_id;knn_result
0;2024-01-01;100545;2.3333333333333335
1;2024-01-01;100645;4.333333333333333
2;2024-01-01;100165;4.777777777777778
3;2024-01-01;100126;1.8888888888888888
4;2024-01-01;100656;4.333333333333333
5;2024-01-01;100558;2.5555555555555554
6;2024-01-01;100553;2.5555555555555554
7;2024-01-01;100448;2.4444444444444446
8;2024-01-01;100390;1.5555555555555556
9;2024-01-01;100516;7.0
10;2024-01-01;100556;2.5555555555555554
11;2024-01-01;100650;4.555555555555555
12;2024-01-01;100454;2.4444444444444446
13;2024-01-01;100638;4.333333333333333
14;2024-01-01;100544;2.3333333333333335
15;2024-01-01;100551;2.5555555555555554
16;2024-01-01;100354;4.111111111111111
17;2024-01-01;100140;2.2222222222222223
18;2024-01-01;100417;2.2222222222222223
19;2024-01-01;100596;3.7777777777777777
20;2024-01-01;100554;2.5555555555555554
21;2024-01-01;100394;1.6666666666666667
22;2024-01-01;100370;3.2222222222222223
23;2024-01-01;100386;2.4444444444444446
24;2024-01-02;100545;2.3333333333333335
25;2024-01-02;100645;4.333333333333333
26;2024-01-02;100165;4.777777777777778
27;2024-01-02;100126;1.8888888888888888
28;2024-01-02;100656;4.333333333333333
29;2024-01-02;100558;2.5555555555555554
30;2024-01-02;100553;2.5555555555555554
31;2024-01-02;100448;2.4444444444444446
32;2024-01-02;100390;1.5555555555555556
33;2024-01-02;100516;7.0
34;2024-01-02;100556;2.5555555555555554
35;2024-01-02;100650;4.555555555555555
36;2024-01-02;100454;2.4444444444444446
37;2024-01-02;100638;4.333333333333333
38;2024-01-02;100544;2.3333333333333335
39;2024-01-02;100551;2.5555555555555554
40;2024-01-02;100354;4.111111111111111
41;2024-01-02;100140;2.2222222222222223
42;2024-01-02;100417;2.2222222222222223
43;2024-01-02;100596;3.7777777777777777
44;2024-01-02;100554;2.5555555555555554
45;2024-01-02;100394;1.6666666666666667
46;2024-01-02;100370;3.2222222222222223
47;2024-01-02;100386;2.4444444444444446
48;2024-01-03;100545;2.3333333333333335
49;2024-01-03;100645;4.333333333333333
50;2024-01-03;100165;4.777777777777778
51;2024-01-03;100126;1.8888888888888888
52;2024-01-03;100656;4.333333333333333
53;2024-01-03;100558;2.5555555555555554
54;2024-01-03;100553;2.5555555555555554
55;2024-01-03;100448;2.4444444444444446
56;2024-01-03;100390;1.5555555555555556
57;2024-01-03;100516;7.0
58;2024-01-03;100556;2.5555555555555554
59;2024-01-03;100650;4.555555555555555
60;2024-01-03;100454;2.4444444444444446
61;2024-01-03;100638;4.333333333333333
62;2024-01-03;100544;2.3333333333333335
63;2024-01-03;100551;2.5555555555555554
64;2024-01-03;100354;4.111111111111111
65;2024-01-03;100140;2.2222222222222223
66;2024-01-03;100417;2.2222222222222223
67;2024-01-03;100596;3.7777777777777777
68;2024-01-03;100554;2.5555555555555554
69;2024-01-03;100394;1.6666666666666667
70;2024-01-03;100370;3.2222222222222223
71;2024-01-03;100386;2.4444444444444446
72;2024-01-04;100545;2.3333333333333335
73;2024-01-04;100645;4.333333333333333
74;2024-01-04;100165;4.777777777777778
75;2024-01-04;100126;1.8888888888888888
76;2024-01-04;100656;4.333333333333333
77;2024-01-04;100558;2.5555555555555554
78;2024-01-04;100553;2.5555555555555554
79;2024-01-04;100448;2.4444444444444446
80;2024-01-04;100390;1.5555555555555556
81;2024-01-04;100516;7.0
82;2024-01-04;100556;2.5555555555555554
83;2024-01-04;100650;4.555555555555555
84;2024-01-04;100454;2.4444444444444446
85;2024-01-04;100638;4.333333333333333
86;2024-01-04;100544;2.3333333333333335
87;2024-01-04;100551;2.5555555555555554
88;2024-01-04;100354;4.111111111111111
89;2024-01-04;100140;2.2222222222222223
90;2024-01-04;100417;2.2222222222222223
91;2024-01-04;100596;3.7777777777777777
92;2024-01-04;100554;2.5555555555555554
93;2024-01-04;100394;1.6666666666666667
94;2024-01-04;100370;3.2222222222222223
95;2024-01-04;100386;2.4444444444444446
96;2024-01-05;100545;2.3333333333333335
97;2024-01-05;100645;4.333333333333333
98;2024-01-05;100165;4.777777777777778
99;2024-01-05;100126;1.8888888888888888
100;2024-01-05;100656;4.333333333333333
101;2024-01-05;100558;2.5555555555555554
102;2024-01-05;100553;2.5555555555555554
103;2024-01-05;100448;2.4444444444444446
104;2024-01-05;100390;1.5555555555555556
105;2024-01-05;100516;7.0
106;2024-01-05;100556;2.5555555555555554
107;2024-01-05;100650;4.555555555555555
108;2024-01-05;100454;2.4444444444444446
109;2024-01-05;100638;4.333333333333333
110;2024-01-05;100544;2.3333333333333335
111;2024-01-05;100551;2.5555555555555554
112;2024-01-05;100354;4.111111111111111
113;2024-01-05;100140;2.2222222222222223
114;2024-01-05;100417;2.2222222222222223
115;2024-01-05;100596;3.7777777777777777
116;2024-01-05;100554;2.5555555555555554
117;2024-01-05;100394;1.6666666666666667
118;2024-01-05;100370;3.2222222222222223
119;2024-01-05;100386;2.4444444444444446
120;2024-01-06;100545;2.3333333333333335
121;2024-01-06;100645;4.333333333333333
122;2024-01-06;100165;4.777777777777778
123;2024-01-06;100126;1.8888888888888888
124;2024-01-06;100656;4.333333333333333
125;2024-01-06;100558;2.5555555555555554
126;2024-01-06;100553;2.5555555555555554
127;2024-01-06;100448;2.4444444444444446
128;2024-01-06;100390;1.6666666666666667
129;2024-01-06;100516;7.0
130;2024-01-06;100556;2.5555555555555554
131;2024-01-06;100650;4.555555555555555
132;2024-01-06;100454;2.4444444444444446
133;2024-01-06;100638;4.333333333333333
134;2024-01-06;100544;2.3333333333333335
135;2024-01-06;100551;2.5555555555555554
136;2024-01-06;100354;4.111111111111111
137;2024-01-06;100140;2.2222222222222223
138;2024-01-06;100417;2.2222222222222223
139;2024-01-06;100596;3.7777777777777777
140;2024-01-06;100554;2.5555555555555554
141;2024-01-06;100394;1.6666666666666667
142;2024-01-06;100370;3.2222222222222223
143;2024-01-06;100386;2.4444444444444446
144;2024-01-07;100545;2.3333333333333335
145;2024-01-07;100645;4.333333333333333
146;2024-01-07;100165;4.777777777777778
147;2024-01-07;100126;1.8888888888888888
148;2024-01-07;100656;4.333333333333333
149;2024-01-07;100558;2.5555555555555554
150;2024-01-07;100553;2.5555555555555554
151;2024-01-07;100448;2.4444444444444446
152;2024-01-07;100390;1.6666666666666667
153;2024-01-07;100516;7.0
154;2024-01-07;100556;2.5555555555555554
155;2024-01-07;100650;4.555555555555555
156;2024-01-07;100454;2.4444444444444446
157;2024-01-07;100638;4.333333333333333
158;2024-01-07;100544;2.3333333333333335
159;2024-01-07;100551;2.5555555555555554
160;2024-01-07;100354;4.111111111111111
161;2024-01-07;100140;2.2222222222222223
162;2024-01-07;100417;2.2222222222222223
163;2024-01-07;100596;3.7777777777777777
164;2024-01-07;100554;2.5555555555555554
165;2024-01-07;100394;1.6666666666666667
166;2024-01-07;100370;3.2222222222222223
167;2024-01-07;100386;2.4444444444444446
168;2024-01-08;100545;2.3333333333333335
169;2024-01-08;100645;4.333333333333333
170;2024-01-08;100165;4.777777777777778
171;2024-01-08;100656;4.333333333333333
172;2024-01-08;100558;2.5555555555555554
173;2024-01-08;100553;2.5555555555555554
174;2024-01-08;100448;2.4444444444444446
175;2024-01-08;100390;1.6666666666666667
176;2024-01-08;100516;7.0
177;2024-01-08;100556;2.5555555555555554
178;2024-01-08;100650;4.555555555555555
179;2024-01-08;100454;2.4444444444444446
180;2024-01-08;100638;4.333333333333333
181;2024-01-08;100544;2.3333333333333335
182;2024-01-08;100551;2.5555555555555554
183;2024-01-08;100354;4.111111111111111
184;2024-01-08;100417;2.2222222222222223
185;2024-01-08;100596;3.7777777777777777
186;2024-01-08;100554;2.5555555555555554
187;2024-01-08;100394;1.6666666666666667
188;2024-01-08;100370;3.2222222222222223
189;2024-01-08;100386;2.4444444444444446
190;2024-01-09;100545;2.3333333333333335
191;2024-01-09;100645;4.333333333333333
192;2024-01-09;100165;4.777777777777778
193;2024-01-09;100656;4.333333333333333
194;2024-01-09;100558;2.5555555555555554
195;2024-01-09;100553;2.5555555555555554
196;2024-01-09;100448;2.4444444444444446
197;2024-01-09;100390;1.6666666666666667
198;2024-01-09;100516;7.0
199;2024-01-09;100556;2.5555555555555554
200;2024-01-09;100650;4.555555555555555
201;2024-01-09;100454;2.4444444444444446
202;2024-01-09;100638;4.333333333333333
203;2024-01-09;100544;2.3333333333333335
204;2024-01-09;100551;2.5555555555555554
205;2024-01-09;100354;4.111111111111111
206;2024-01-09;100417;2.2222222222222223
207;2024-01-09;100596;3.7777777777777777
208;2024-01-09;100554;2.5555555555555554
209;2024-01-09;100394;1.6666666666666667
210;2024-01-09;100370;3.2222222222222223
211;2024-01-09;100386;2.4444444444444446
212;2024-01-10;100545;2.3333333333333335
213;2024-01-10;100645;4.333333333333333
214;2024-01-10;100558;2.5555555555555554
215;2024-01-10;100553;2.5555555555555554
216;2024-01-10;100448;2.4444444444444446
217;2024-01-10;100556;2.5555555555555554
218;2024-01-10;100454;2.4444444444444446
219;2024-01-10;100638;4.333333333333333
220;2024-01-10;100544;2.3333333333333335
221;2024-01-10;100551;2.5555555555555554
222;2024-01-10;100354;3.888888888888889
223;2024-01-10;100139;2.0
224;2024-01-10;100417;2.2222222222222223
225;2024-01-10;100554;2.5555555555555554
226;2024-01-10;100370;3.2222222222222223
227;2024-01-10;100386;2.4444444444444446
228;2024-01-11;100545;2.3333333333333335
229;2024-01-11;100645;4.333333333333333
230;2024-01-11;100558;2.5555555555555554
231;2024-01-11;100553;2.5555555555555554
232;2024-01-11;100448;2.4444444444444446
233;2024-01-11;100556;2.5555555555555554
234;2024-01-11;100454;2.4444444444444446
235;2024-01-11;100638;4.333333333333333
236;2024-01-11;100544;2.3333333333333335
237;2024-01-11;100551;2.5555555555555554
238;2024-01-11;100354;3.888888888888889
239;2024-01-11;100139;2.0
240;2024-01-11;100417;2.2222222222222223
241;2024-01-11;100668;2.0
242;2024-01-11;100554;2.5555555555555554
243;2024-01-11;100370;3.2222222222222223
244;2024-01-11;100386;2.4444444444444446
245;2024-01-12;100545;2.3333333333333335
246;2024-01-12;100645;4.333333333333333
247;2024-01-12;100683;2.0
248;2024-01-12;100558;2.5555555555555554
249;2024-01-12;100553;2.5555555555555554
250;2024-01-12;100448;2.4444444444444446
251;2024-01-12;100644;4.333333333333333
252;2024-01-12;100556;2.5555555555555554
253;2024-01-12;100259;7.666666666666667
254;2024-01-12;100454;2.4444444444444446
255;2024-01-12;100638;4.333333333333333
256;2024-01-12;100544;2.3333333333333335
257;2024-01-12;100551;2.5555555555555554
258;2024-01-12;100354;3.888888888888889
259;2024-01-12;100139;2.0
260;2024-01-12;100257;8.0
261;2024-01-12;100470;2.4444444444444446
262;2024-01-12;100648;4.333333333333333
263;2024-01-12;100471;2.4444444444444446
264;2024-01-12;100417;2.2222222222222223
265;2024-01-12;100668;2.0
266;2024-01-12;100596;3.7777777777777777
267;2024-01-12;100686;2.0
268;2024-01-12;100554;2.5555555555555554
269;2024-01-12;100370;3.4444444444444446
270;2024-01-12;100386;2.4444444444444446
271;2024-01-13;100545;2.3333333333333335
272;2024-01-13;100645;4.333333333333333
273;2024-01-13;100683;2.0
274;2024-01-13;100558;2.5555555555555554
275;2024-01-13;100553;2.5555555555555554
276;2024-01-13;100448;2.4444444444444446
277;2024-01-13;100644;4.333333333333333
278;2024-01-13;100556;2.5555555555555554
279;2024-01-13;100259;7.666666666666667
280;2024-01-13;100454;2.4444444444444446
281;2024-01-13;100638;4.333333333333333
282;2024-01-13;100544;2.3333333333333335
283;2024-01-13;100551;2.5555555555555554
284;2024-01-13;100354;3.888888888888889
285;2024-01-13;100139;2.0
286;2024-01-13;100257;8.0
287;2024-01-13;100470;2.4444444444444446
288;2024-01-13;100648;4.333333333333333
289;2024-01-13;100471;2.4444444444444446
290;2024-01-13;100417;2.2222222222222223
291;2024-01-13;100668;2.0
292;2024-01-13;100596;3.7777777777777777
293;2024-01-13;100686;2.0
294;2024-01-13;100554;2.5555555555555554
295;2024-01-13;100370;3.4444444444444446
296;2024-01-13;100386;2.4444444444444446
297;2024-01-14;100545;2.3333333333333335
298;2024-01-14;100645;4.333333333333333
299;2024-01-14;100683;2.0
300;2024-01-14;100558;2.5555555555555554
301;2024-01-14;100553;2.5555555555555554
302;2024-01-14;100448;2.4444444444444446
303;2024-01-14;100644;4.333333333333333
304;2024-01-14;100556;2.5555555555555554
305;2024-01-14;100259;7.666666666666667
306;2024-01-14;100454;2.4444444444444446
307;2024-01-14;100638;4.333333333333333
308;2024-01-14;100544;2.3333333333333335
309;2024-01-14;100551;2.5555555555555554
310;2024-01-14;100354;3.888888888888889
311;2024-01-14;100139;2.0
312;2024-01-14;100257;8.0
313;2024-01-14;100470;2.4444444444444446
314;2024-01-14;100648;4.333333333333333
315;2024-01-14;100471;2.4444444444444446
316;2024-01-14;100417;2.2222222222222223
317;2024-01-14;100668;2.0
318;2024-01-14;100596;3.7777777777777777
319;2024-01-14;100686;2.0
320;2024-01-14;100554;2.5555555555555554
321;2024-01-14;100370;3.4444444444444446
322;2024-01-14;100386;2.4444444444444446
323;2024-01-15;100545;2.3333333333333335
324;2024-01-15;100645;4.333333333333333
325;2024-01-15;100683;2.0
326;2024-01-15;100558;2.5555555555555554
327;2024-01-15;100553;2.5555555555555554
328;2024-01-15;100448;2.4444444444444446
329;2024-01-15;100644;4.333333333333333
330;2024-01-15;100556;2.5555555555555554
331;2024-01-15;100259;7.666666666666667
332;2024-01-15;100454;2.4444444444444446
333;2024-01-15;100638;4.333333333333333
334;2024-01-15;100544;2.3333333333333335
335;2024-01-15;100551;2.5555555555555554
336;2024-01-15;100354;3.888888888888889
337;2024-01-15;100139;2.0
338;2024-01-15;100257;8.0
339;2024-01-15;100470;2.4444444444444446
340;2024-01-15;100648;4.333333333333333
341;2024-01-15;100471;2.4444444444444446
342;2024-01-15;100417;2.2222222222222223
343;2024-01-15;100668;2.0
344;2024-01-15;100596;3.7777777777777777
345;2024-01-15;100686;2.0
346;2024-01-15;100554;2.5555555555555554
347;2024-01-15;100370;3.4444444444444446
348;2024-01-15;100386;2.4444444444444446
349;2024-01-16;100545;2.3333333333333335
350;2024-01-16;100645;4.333333333333333
351;2024-01-16;100683;2.0
352;2024-01-16;100558;2.5555555555555554
353;2024-01-16;100553;2.5555555555555554
354;2024-01-16;100448;2.4444444444444446
355;2024-01-16;100644;4.333333333333333
356;2024-01-16;100556;2.5555555555555554
357;2024-01-16;100259;7.666666666666667
358;2024-01-16;100454;2.4444444444444446
359;2024-01-16;100638;4.333333333333333
360;2024-01-16;100544;2.3333333333333335
361;2024-01-16;100551;2.5555555555555554
362;2024-01-16;100354;3.888888888888889
363;2024-01-16;100139;2.0
364;2024-01-16;100257;8.0
365;2024-01-16;100470;2.4444444444444446
366;2024-01-16;100648;4.333333333333333
367;2024-01-16;100471;2.4444444444444446
368;2024-01-16;100417;2.2222222222222223
369;2024-01-16;100668;2.0
370;2024-01-16;100596;3.7777777777777777
371;2024-01-16;100686;2.0
372;2024-01-16;100554;2.5555555555555554
373;2024-01-16;100370;3.4444444444444446
374;2024-01-16;100386;2.4444444444444446
375;2024-01-17;100545;2.3333333333333335
376;2024-01-17;100645;4.333333333333333
377;2024-01-17;100558;2.5555555555555554
378;2024-01-17;100553;2.5555555555555554
379;2024-01-17;100448;2.4444444444444446
380;2024-01-17;100556;2.5555555555555554
381;2024-01-17;100454;2.4444444444444446
382;2024-01-17;100638;4.333333333333333
383;2024-01-17;100544;2.3333333333333335
384;2024-01-17;100551;2.5555555555555554
385;2024-01-17;100354;3.888888888888889
386;2024-01-17;100139;2.0
387;2024-01-17;100417;2.2222222222222223
388;2024-01-17;100554;2.5555555555555554
389;2024-01-17;100370;3.2222222222222223
390;2024-01-17;100386;2.4444444444444446
391;2024-01-18;100545;2.3333333333333335
392;2024-01-18;100645;4.333333333333333
393;2024-01-18;100663;4.0
394;2024-01-18;100558;2.5555555555555554
395;2024-01-18;100553;2.5555555555555554
396;2024-01-18;100448;2.4444444444444446
397;2024-01-18;100556;2.5555555555555554
398;2024-01-18;100454;2.4444444444444446
399;2024-01-18;100638;4.333333333333333
400;2024-01-18;100544;2.3333333333333335
401;2024-01-18;100551;2.5555555555555554
402;2024-01-18;100354;4.111111111111111
403;2024-01-18;100348;4.555555555555555
404;2024-01-18;100139;2.0
405;2024-01-18;100417;2.2222222222222223
406;2024-01-18;100554;2.5555555555555554
407;2024-01-18;100664;4.0
408;2024-01-18;100665;4.333333333333333
409;2024-01-18;100370;3.2222222222222223
410;2024-01-18;100386;2.4444444444444446
411;2024-01-18;100662;2.7777777777777777
412;2024-01-19;100545;2.3333333333333335
413;2024-01-19;100645;4.333333333333333
414;2024-01-19;100523;7.0
415;2024-01-19;100663;4.0
416;2024-01-19;100558;2.5555555555555554
417;2024-01-19;100553;2.5555555555555554
418;2024-01-19;100517;5.333333333333333
419;2024-01-19;100448;2.4444444444444446
420;2024-01-19;100556;2.5555555555555554
421;2024-01-19;100454;2.4444444444444446
422;2024-01-19;100525;7.0
423;2024-01-19;100638;4.333333333333333
424;2024-01-19;100544;2.3333333333333335
425;2024-01-19;100651;5.0
426;2024-01-19;100524;7.0
427;2024-01-19;100551;2.5555555555555554
428;2024-01-19;100354;4.111111111111111
429;2024-01-19;100348;4.555555555555555
430;2024-01-19;100528;7.0
431;2024-01-19;100139;2.0
432;2024-01-19;100691;4.222222222222222
433;2024-01-19;100470;2.4444444444444446
434;2024-01-19;100471;2.4444444444444446
435;2024-01-19;100417;2.2222222222222223
436;2024-01-19;100554;2.5555555555555554
437;2024-01-19;100664;4.0
438;2024-01-19;100665;4.333333333333333
439;2024-01-19;100370;3.2222222222222223
440;2024-01-19;100526;7.0
441;2024-01-19;100386;2.4444444444444446
442;2024-01-19;100662;2.7777777777777777
443;2024-01-20;100545;2.3333333333333335
444;2024-01-20;100645;4.333333333333333
445;2024-01-20;100523;7.0
446;2024-01-20;100663;4.0
447;2024-01-20;100558;2.5555555555555554
448;2024-01-20;100553;2.5555555555555554
449;2024-01-20;100517;5.333333333333333
450;2024-01-20;100448;2.4444444444444446
451;2024-01-20;100556;2.5555555555555554
452;2024-01-20;100454;2.4444444444444446
453;2024-01-20;100525;7.0
454;2024-01-20;100638;4.333333333333333
455;2024-01-20;100544;2.3333333333333335
456;2024-01-20;100651;5.0
457;2024-01-20;100524;7.0
458;2024-01-20;100551;2.5555555555555554
459;2024-01-20;100354;4.111111111111111
460;2024-01-20;100348;4.555555555555555
461;2024-01-20;100528;7.0
462;2024-01-20;100139;2.0
463;2024-01-20;100691;4.222222222222222
464;2024-01-20;100470;2.4444444444444446
465;2024-01-20;100471;2.4444444444444446
466;2024-01-20;100417;2.2222222222222223
467;2024-01-20;100554;2.5555555555555554
468;2024-01-20;100664;4.0
469;2024-01-20;100665;4.333333333333333
470;2024-01-20;100370;3.2222222222222223
471;2024-01-20;100526;7.0
472;2024-01-20;100386;2.4444444444444446
473;2024-01-20;100662;2.7777777777777777
474;2024-01-21;100545;2.3333333333333335
475;2024-01-21;100645;4.333333333333333
476;2024-01-21;100523;7.0
477;2024-01-21;100663;4.0
478;2024-01-21;100558;2.5555555555555554
479;2024-01-21;100553;2.5555555555555554
480;2024-01-21;100517;5.333333333333333
481;2024-01-21;100448;2.4444444444444446
482;2024-01-21;100556;2.5555555555555554
483;2024-01-21;100454;2.4444444444444446
484;2024-01-21;100525;7.0
485;2024-01-21;100638;4.333333333333333
486;2024-01-21;100544;2.3333333333333335
487;2024-01-21;100651;5.0
488;2024-01-21;100524;7.0
489;2024-01-21;100551;2.5555555555555554
490;2024-01-21;100354;4.111111111111111
491;2024-01-21;100348;4.555555555555555
492;2024-01-21;100528;7.0
493;2024-01-21;100139;2.0
494;2024-01-21;100691;4.222222222222222
495;2024-01-21;100470;2.4444444444444446
496;2024-01-21;100471;2.4444444444444446
497;2024-01-21;100417;2.2222222222222223
498;2024-01-21;100554;2.5555555555555554
499;2024-01-21;100664;4.0
500;2024-01-21;100665;4.333333333333333
501;2024-01-21;100370;3.2222222222222223
502;2024-01-21;100526;7.0
503;2024-01-21;100386;2.4444444444444446
504;2024-01-21;100662;2.7777777777777777
505;2024-01-22;100545;2.3333333333333335
506;2024-01-22;100645;4.333333333333333
507;2024-01-22;100523;7.0
508;2024-01-22;100663;4.0
509;2024-01-22;100558;2.5555555555555554
510;2024-01-22;100553;2.5555555555555554
511;2024-01-22;100517;5.333333333333333
512;2024-01-22;100448;2.4444444444444446
513;2024-01-22;100556;2.5555555555555554
514;2024-01-22;100454;2.4444444444444446
515;2024-01-22;100525;7.0
516;2024-01-22;100638;4.333333333333333
517;2024-01-22;100544;2.3333333333333335
518;2024-01-22;100651;5.0
519;2024-01-22;100524;7.0
520;2024-01-22;100551;2.5555555555555554
521;2024-01-22;100354;4.111111111111111
522;2024-01-22;100348;4.555555555555555
523;2024-01-22;100528;7.0
524;2024-01-22;100691;4.222222222222222
525;2024-01-22;100470;2.4444444444444446
526;2024-01-22;100471;2.4444444444444446
527;2024-01-22;100417;2.2222222222222223
528;2024-01-22;100554;2.5555555555555554
529;2024-01-22;100664;4.0
530;2024-01-22;100665;4.333333333333333
531;2024-01-22;100370;3.2222222222222223
532;2024-01-22;100526;7.0
533;2024-01-22;100386;2.4444444444444446
534;2024-01-22;100662;2.7777777777777777
535;2024-01-23;100545;2.3333333333333335
536;2024-01-23;100645;4.333333333333333
537;2024-01-23;100126;2.3333333333333335
538;2024-01-23;100523;7.0
539;2024-01-23;100663;4.0
540;2024-01-23;100558;2.5555555555555554
541;2024-01-23;100553;2.5555555555555554
542;2024-01-23;100517;5.333333333333333
543;2024-01-23;100448;2.4444444444444446
544;2024-01-23;100556;2.5555555555555554
545;2024-01-23;100454;2.4444444444444446
546;2024-01-23;100525;7.0
547;2024-01-23;100638;4.333333333333333
548;2024-01-23;100544;2.3333333333333335
549;2024-01-23;100651;5.0
550;2024-01-23;100524;7.0
551;2024-01-23;100551;2.5555555555555554
552;2024-01-23;100354;4.111111111111111
553;2024-01-23;100348;4.555555555555555
554;2024-01-23;100528;7.0
555;2024-01-23;100691;4.222222222222222
556;2024-01-23;100470;2.4444444444444446
557;2024-01-23;100471;2.4444444444444446
558;2024-01-23;100417;2.2222222222222223
559;2024-01-23;100554;2.5555555555555554
560;2024-01-23;100664;4.0
561;2024-01-23;100665;4.333333333333333
562;2024-01-23;100370;3.2222222222222223
563;2024-01-23;100526;7.0
564;2024-01-23;100386;2.4444444444444446
565;2024-01-23;100662;2.7777777777777777
566;2024-01-24;100545;2.3333333333333335
567;2024-01-24;100645;4.333333333333333
568;2024-01-24;100126;2.3333333333333335
569;2024-01-24;100523;7.0
570;2024-01-24;100663;4.0
571;2024-01-24;100558;2.5555555555555554
572;2024-01-24;100553;2.5555555555555554
573;2024-01-24;100517;5.333333333333333
574;2024-01-24;100448;2.4444444444444446
575;2024-01-24;100556;2.5555555555555554
576;2024-01-24;100454;2.4444444444444446
577;2024-01-24;100525;7.0
578;2024-01-24;100638;4.333333333333333
579;2024-01-24;100544;2.3333333333333335
580;2024-01-24;100651;5.0
581;2024-01-24;100524;7.0
582;2024-01-24;100551;2.5555555555555554
583;2024-01-24;100354;4.111111111111111
584;2024-01-24;100348;4.555555555555555
585;2024-01-24;100528;7.0
586;2024-01-24;100140;2.2222222222222223
587;2024-01-24;100691;4.222222222222222
588;2024-01-24;100470;2.4444444444444446
589;2024-01-24;100471;2.4444444444444446
590;2024-01-24;100417;2.2222222222222223
591;2024-01-24;100554;2.5555555555555554
592;2024-01-24;100664;4.0
593;2024-01-24;100665;4.333333333333333
594;2024-01-24;100370;3.2222222222222223
595;2024-01-24;100526;7.0
596;2024-01-24;100386;2.4444444444444446
597;2024-01-24;100662;2.7777777777777777
598;2024-01-25;100545;2.3333333333333335
599;2024-01-25;100645;4.333333333333333
600;2024-01-25;100126;2.3333333333333335
601;2024-01-25;100523;7.0
602;2024-01-25;100663;4.0
603;2024-01-25;100558;2.5555555555555554
604;2024-01-25;100553;2.5555555555555554
605;2024-01-25;100517;5.333333333333333
606;2024-01-25;100448;2.4444444444444446
607;2024-01-25;100556;2.5555555555555554
608;2024-01-25;100454;2.4444444444444446
609;2024-01-25;100525;7.0
